1.818532036205299796e-01,-1.310958454356342742e-02,-3.593723519565516361e-02,-1.275882460410735679e-03,2.214287542867206596e-02,-1.521701615617377656e-01,2.193472741752337807e-02,-1.649787435618255416e-01,2.213562919432308582e-03,8.546372709751731342e-03,2.457316994872835864e-02,6.720052722130198664e-02,-2.527898388810042099e-02,-4.469325079936831147e-02,-5.996675085019931295e-02
-2.395158024437369845e-02,1.726641378398640876e-03,4.733232934107585964e-03,1.680443375453779392e-04,-2.916400960291556758e-03,2.004207659190123184e-02,-2.888986135078261581e-03,2.172907343047168413e-02,-2.915446570926817789e-04,-1.125628406212113254e-03,-3.236490972761474523e-03,-8.850868657578741042e-03,3.329452542147646327e-03,5.886473054039394193e-03,7.898120112197822007e-03
-1.878495254944863996e-02,1.354185236723665347e-03,3.712220870837306796e-03,1.317952667333912144e-04,-2.287300173737487861e-03,1.571877320535952985e-02,-2.265799037464687801e-03,1.704186567943793279e-02,-2.286551656990475534e-04,-8.828175837781327556e-04,-2.538343137686067605e-03,-6.941635836035267744e-03,2.611251841497028939e-03,4.616694008309241495e-03,6.194405965023274015e-03
-2.698370548722422296e-02,1.945223737281727688e-03,5.332431605484199560e-03,1.893177346486494400e-04,-3.285599688715780745e-03,2.257928230999669758e-02,-3.254714312386047716e-03,2.447984274840687632e-02,-3.284524479427896508e-04,-1.268126156662089830e-03,-3.646211161435586150e-03,-9.971335115490347761e-03,3.750941103441640494e-03,6.631664951876905210e-03,8.897974364774159997e-03
2.615436659509729617e-02,-1.885437667500465065e-03,-5.168540366672364460e-03,-1.834990912311311017e-04,3.184617427139354966e-03,-2.188531249977697726e-02,3.154681306789322136e-03,-2.372745958613076134e-02,3.183575264197904776e-04,1.229150548128960223e-03,3.534145577021408774e-03,9.664868087764210899e-03,-3.635656664814985312e-03,-6.427842031160898965e-03,-8.624496869055512174e-03
7.838652082588680459e-03,-5.650792514973036838e-04,-1.549048781657534840e-03,-5.499599955525840534e-05,9.544527846517800217e-04,-6.559185816285019108e-03,9.454807137253750868e-04,-7.111290568750656960e-03,9.541404409105661640e-05,3.683852739799164358e-04,1.059208889145242310e-03,2.896630590866579487e-03,-1.089632493435017772e-03,-1.926470562416730597e-03,-2.584823841865632309e-03
-1.611711995608132095e-02,1.161864308444595902e-03,3.185012521126098090e-03,1.130777476277493565e-04,-1.962458578410130380e-03,1.348639836306918423e-02,-1.944011026222359183e-03,1.462158569247960435e-02,-1.961816365757797437e-04,-7.574401297866285594e-04,-2.177848505717039015e-03,-5.955787067670663057e-03,2.240402740127290463e-03,3.961032690211713919e-03,5.314678529644520713e-03
2.037830119686995234e-02,-1.469047875296307891e-03,-4.027093218154010300e-03,-1.429742042065307848e-04,2.481310066947366080e-03,-1.705204705632899082e-02,2.457985194026411028e-03,-1.848736486600176254e-02,2.480498060652361206e-04,9.576985928906058508e-04,2.753646615002648852e-03,7.530428703151812418e-03,-2.832739469893930107e-03,-5.008284199145976619e-03,-6.719818437584353099e-03
-8.750940209340953013e-03,6.308450344895250549e-04,1.729332176860801269e-03,6.139661497797612897e-05,-1.065535140879524025e-03,7.322565448179919022e-03,-1.055518870811187563e-03,7.938925968740772818e-03,-1.065186445545769335e-04,-4.112591645393343879e-04,-1.182483105571308221e-03,-3.233749991982071310e-03,1.216447509053870946e-03,2.150679546577965572e-03,2.885654147361402678e-03
-8.461137760515141833e-04,6.099535152411680964e-05,1.672062364966466050e-04,5.936336038537355894e-06,-1.030248110486238044e-04,7.080066088362028725e-04,-1.020563546443136040e-04,7.676014769286791922e-04,-1.029910962798701920e-05,-3.976396093676127987e-05,-1.143323142014029622e-04,-3.126658794448060438e-04,1.176162755809234309e-04,2.079456091231694813e-04,2.790090742931209018e-04
